ID,Date,Time,Location,District,Lat,Lng,Region,Vehicle_Type,Weather,Road_Type,Light_Condition,Severity,Cause,Injuries,Fatalities,Driver_Age,Age_Group
20250438,2025-03-01,08:19,"NH-66, Kundara, Kollam",Kollam,8.982188,76.682631,South,Car,Clear,Rural Road,Daylight,Minor,Using phone while driving,2,0,42,41-60
20250439,2025-12-24,13:09,"MC Road, Kottayam",Kottayam,9.578936,76.511554,South,Scooter,Clear,National Highway,Daylight,Fatal,Wrong-side driving,2,1,26,26-40
20250440,2025-02-11,10:01,"Tirur Road, Malappuram",Malappuram,10.907468,75.933109,South,Motorcycle,Foggy,National Highway,Daylight,Minor,Over-speeding,0,0,18,<26
20250441,2025-06-10,01:23,"Kottarakkara Junction, Kollam",Kollam,9.001827,76.770558,South,Bus,Rainy,Residential Street,Darkness (Unlit),Minor,Poor road condition,0,0,21,<26
20250442,2025-11-27,19:29,"Nemom, Thiruvananthapuram",Thiruvananthapuram,8.477924,76.935138,South,Car,Stormy,State Highway,Twilight,Minor,Using phone while driving,1,0,40,26-40
20250443,2025-06-27,16:02,"NH-66, Kundara, Kollam",Kollam,8.994818,76.697979,South,Car,Rainy,National Highway,Daylight,Minor,Animal crossing,0,0,31,26-40
20250444,2025-08-20,20:44,"Vellayambalam, Thiruvananthapuram",Thiruvananthapuram,8.506577,76.949049,South,Motorcycle,Cloudy,City Road,Darkness (Lit),Minor,Lane changing without signal,2,0,20,<26
20250445,2025-03-21,15:35,"Chalakudy Road, Thrissur",Thrissur,10.294904,76.334816,South,Motorcycle,Heatwave,City Road,Daylight,Minor,Bad lighting,3,0,21,<26
20250446,2025-11-30,08:34,"Kottarakkara Junction, Kollam",Kollam,9.001008,76.783709,South,SUV,Clear,Residential Street,Daylight,Major,Vehicle malfunction,4,0,46,41-60
20250447,2025-12-26,13:08,"Nemom, Thiruvananthapuram",Thiruvananthapuram,8.476367,76.951196,South,Van,Clear,City Road,Daylight,Minor,Distracted driving,3,0,55,41-60
20250448,2025-01-22,17:56,Kottayam-Kumily Road (NH-183),Kottayam,9.573018,76.883334,South,Car,Clear,State Highway,Daylight,Fatal,Animal crossing,6,5,34,26-40
20250449,2025-12-13,03:47,"Marine Drive, Kochi",Ernakulam,9.981903,76.266104,South,Car,Foggy,Rural Road,Darkness (Lit),Minor,Drunk driving,3,0,35,26-40
20250450,2025-05-14,14:42,"Kalpetta-Mananthavady Road, Wayanad",Wayanad,11.601256,76.078463,South,Truck,Cloudy,National Highway,Daylight,Fatal,Over-speeding,6,5,22,<26
20250451,2025-06-13,23:54,"Nemom, Thiruvananthapuram",Thiruvananthapuram,8.47531,76.936614,South,SUV,Rainy,City Road,Darkness (Lit),Minor,Lane changing without signal,0,0,36,26-40
20250452,2025-07-18,18:11,"Seaport-Airport Road, Kochi",Ernakulam,10.019084,76.35049,South,Truck,Stormy,City Road,Twilight,Minor,Distracted driving,2,0,34,26-40
20250453,2025-05-24,07:11,"NH-66, Alappuzha Bypass",Alappuzha,9.494525,76.350205,South,Auto-rickshaw,Windy,City Road,Daylight,Fatal,Road rage,2,2,34,26-40
20250454,2025-09-16,09:37,"Peroorkada Junction, Thiruvananthapuram",Thiruvananthapuram,8.540705,76.926675,South,Truck,Cloudy,National Highway,Daylight,Minor,Distracted driving,2,0,40,26-40
20250455,2025-03-08,07:41,"Pandalam Road, Pathanamthitta",Pathanamthitta,9.21998,76.65315,South,Auto-rickshaw,Clear,City Road,Daylight,Major,Distracted driving,4,0,20,<26
20250456,2025-11-10,21:55,"Nemom, Thiruvananthapuram",Thiruvananthapuram,8.495491,76.951953,South,Car,Rainy,Rural Road,Darkness (Lit),Minor,Using phone while driving,0,0,32,26-40
20250457,2025-08-08,15:30,"Aluva Bypass, Ernakulam",Ernakulam,10.104536,76.365684,South,Auto-rickshaw,Rainy,National Highway,Daylight,Major,Over-speeding,7,0,32,26-40
20250458,2025-03-09,15:36,"Vadakkanchery Road, Thrissur",Thrissur,10.524265,76.510376,South,Car,Clear,National Highway,Daylight,Major,Drunk driving,5,0,38,26-40
20250459,2025-11-20,16:07,"NH-66, Kannur Bypass",Kannur,11.873621,75.377275,South,Car,Clear,City Road,Daylight,Minor,Tailgating,0,0,29,26-40
20250460,2025-04-18,14:36,"Kakkanad, Kochi",Ernakulam,10.006469,76.342904,South,Motorcycle,Windy,City Road,Daylight,Minor,Using phone while driving,3,0,45,41-60
20250461,2025-08-03,15:27,"NH-66, Alappuzha Bypass",Alappuzha,9.493335,76.332364,South,Car,Rainy,Rural Road,Daylight,Major,Distracted driving,6,0,27,26-40
20250462,2025-09-22,08:56,"Kottarakkara Junction, Kollam",Kollam,9.011726,76.781995,South,Car,Rainy,City Road,Daylight,Minor,Overloading,3,0,39,26-40
20250463,2025-05-02,13:02,"Ottappalam Bypass, Palakkad",Palakkad,10.775864,76.383647,South,Car,Clear,State Highway,Daylight,Fatal,Using phone while driving,6,1,50,41-60
20250464,2025-02-02,10:05,"NH-544, Thrissur Bypass",Thrissur,10.530559,76.203912,South,Tractor,Clear,Residential Street,Daylight,Minor,Overloading,2,0,49,41-60
20250465,2025-08-12,13:43,"MC Road, Kottayam",Kottayam,9.600518,76.529696,South,Bus,Rainy,State Highway,Daylight,Minor,Poor road condition,2,0,30,26-40
20250466,2025-11-08,13:12,"Feroke Junction, Kozhikode",Kozhikode,11.176469,75.845845,South,Truck,Windy,State Highway,Daylight,Fatal,Wrong-side driving,9,5,43,41-60
20250467,2025-05-17,10:04,"Feroke Junction, Kozhikode",Kozhikode,11.167082,75.845288,South,Bus,Windy,Residential Street,Daylight,Major,Overloading,5,0,18,<26
20250468,2025-12-08,13:49,"Ranni Road, Pathanamthitta",Pathanamthitta,9.376947,76.774684,South,Truck,Cloudy,National Highway,Daylight,Major,Over-speeding,3,0,45,41-60
20250469,2025-03-16,08:02,"NH-66, Alappuzha Bypass",Alappuzha,9.503959,76.339449,South,Scooter,Cloudy,City Road,Daylight,Minor,Tailgating,3,0,26,26-40
20250470,2025-08-10,08:39,"Cherthala Road, Alappuzha",Alappuzha,9.677166,76.347977,South,Car,Rainy,National Highway,Daylight,Minor,Distracted driving,3,0,44,41-60
20250471,2025-08-28,08:12,"Kanhangad Road, Kasaragod",Kasaragod,12.357357,75.097354,South,Motorcycle,Rainy,State Highway,Daylight,Major,Overloading,2,0,34,26-40
20250472,2025-11-11,07:24,"Changanacherry Bypass, Kottayam",Kottayam,9.450548,76.547172,South,Motorcycle,Cloudy,Rural Road,Daylight,Minor,Vehicle malfunction,3,0,21,<26
20250473,2025-09-03,12:23,"Pandalam Road, Pathanamthitta",Pathanamthitta,9.22411,76.65142,South,Motorcycle,Rainy,National Highway,Daylight,Major,Over-speeding,2,0,19,<26
20250474,2025-01-29,16:07,"Guruvayur Road, Thrissur",Thrissur,10.598725,76.050738,South,Bus,Foggy,Rural Road,Daylight,Minor,Vehicle malfunction,2,0,60,41-60
20250475,2025-09-15,21:07,"NH-66, Kuttippuram, Malappuram",Malappuram,10.859315,75.935341,South,Lorry,Cloudy,City Road,Darkness (Lit),Minor,Brake failure,0,0,30,26-40
20250476,2025-03-28,03:21,"NH-66, Kuttippuram, Malappuram",Malappuram,10.855722,75.937443,South,Car,Stormy,City Road,Darkness (Lit),Major,Drunk driving,2,0,28,26-40
20250477,2025-03-04,13:45,"Manjeri Bypass, Malappuram",Malappuram,11.121935,76.118064,South,Auto-rickshaw,Clear,City Road,Daylight,Minor,Poor road condition,1,0,63,60+
20250478,2025-04-18,14:05,"Ranni Road, Pathanamthitta",Pathanamthitta,9.386141,76.773323,South,Truck,Stormy,City Road,Daylight,Minor,Bad lighting,0,0,56,41-60
20250479,2025-08-21,14:57,"Ranni Road, Pathanamthitta",Pathanamthitta,9.38857,76.78776,South,Motorcycle,Rainy,State Highway,Daylight,Fatal,Wrong-side driving,9,3,18,<26
20250480,2025-02-20,22:47,"Cherthala Road, Alappuzha",Alappuzha,9.688503,76.33242,South,Auto-rickshaw,Clear,City Road,Darkness (Lit),Major,Using phone while driving,7,0,59,41-60
20250481,2025-09-02,08:26,"Marine Drive, Kochi",Ernakulam,9.976749,76.276273,South,Scooter,Rainy,City Road,Daylight,Minor,Tailgating,1,0,26,26-40
20250482,2025-10-05,11:15,"NH-66, Alappuzha Bypass",Alappuzha,9.490865,76.327481,South,Motorcycle,Rainy,National Highway,Daylight,Major,Over-speeding,6,0,38,26-40
20250483,2025-01-20,18:26,"Ottappalam Bypass, Palakkad",Palakkad,10.775122,76.383435,South,Scooter,Clear,State Highway,Twilight,Minor,Over-speeding,3,0,20,<26
20250484,2025-03-25,18:49,"NH-66, Alappuzha Bypass",Alappuzha,9.506608,76.341517,South,Scooter,Clear,National Highway,Twilight,Major,Over-speeding,5,0,26,26-40
20250485,2025-03-08,01:27,"Perumbavoor Road, Ernakulam",Ernakulam,10.106824,76.464862,South,Motorcycle,Heatwave,Rural Road,Darkness (Unlit),Fatal,Drunk driving,8,2,19,<26
20250486,2025-05-11,09:01,"Kuttanad Road, Alappuzha",Alappuzha,9.393005,76.422075,South,Car,Clear,State Highway,Daylight,Major,Over-speeding,7,0,28,26-40
20250487,2025-02-28,23:09,Palakkad-Coimbatore Highway (NH-544),Palakkad,10.794196,76.643609,South,Motorcycle,Clear,National Highway,Darkness (Lit),Major,Over-speeding,2,0,25,<26
20250488,2025-06-17,21:38,"Chalakudy Road, Thrissur",Thrissur,10.29825,76.335099,South,Motorcycle,Rainy,City Road,Darkness (Lit),Minor,Tailgating,1,0,33,26-40
20250489,2025-10-28,18:14,"NH-66, Kannur Bypass",Kannur,11.883795,75.361179,South,Motorcycle,Foggy,National Highway,Twilight,Minor,Wrong-side driving,2,0,32,26-40
20250490,2025-08-15,11:26,"Perinthalmanna Road, Malappuram",Malappuram,10.982037,76.215339,South,Bus,Stormy,City Road,Daylight,Major,Brake failure,3,1,37,26-40
20250491,2025-04-27,16:26,"Karunagappally Road, Kollam",Kollam,9.047257,76.531313,South,Bus,Stormy,Residential Street,Daylight,Minor,Animal crossing,1,0,18,<26
20250492,2025-05-01,16:25,"Nemom, Thiruvananthapuram",Thiruvananthapuram,8.482612,76.943989,South,Motorcycle,Clear,Residential Street,Daylight,Minor,Lane changing without signal,0,0,18,<26
20250493,2025-01-15,07:27,"Nemom, Thiruvananthapuram",Thiruvananthapuram,8.497387,76.937852,South,Car,Cloudy,City Road,Daylight,Minor,Lane changing without signal,2,0,49,41-60
20250494,2025-04-09,10:08,"Tirur Road, Malappuram",Malappuram,10.901596,75.911296,South,Motorcycle,Heatwave,National Highway,Daylight,Major,Over-speeding,6,0,27,26-40
20250495,2025-04-22,07:51,"Kesavadasapuram Junction, Thiruvananthapuram",Thiruvananthapuram,8.537483,76.943088,South,Auto-rickshaw,Clear,City Road,Daylight,Minor,Pedestrian error,3,0,32,26-40
20250496,2025-04-10,15:30,"Tirur Road, Malappuram",Malappuram,10.905778,75.925877,South,Motorcycle,Heatwave,National Highway,Daylight,Major,Over-speeding,3,1,25,<26
20250497,2025-11-10,14:39,"NH-66, Kuttippuram, Malappuram",Malappuram,10.866852,75.949799,South,Van,Stormy,City Road,Daylight,Major,Pedestrian error,4,0,39,26-40
20250498,2025-02-16,18:59,"NH-66, Kasaragod Bypass",Kasaragod,12.500283,74.992658,South,Motorcycle,Rainy,Rural Road,Twilight,Minor,Bad lighting,3,0,31,26-40
20250499,2025-06-12,23:35,"Aluva Bypass, Ernakulam",Ernakulam,10.11003,76.345809,South,SUV,Rainy,Residential Street,Darkness (Unlit),Minor,Drunk driving,3,0,27,26-40
20250500,2025-04-04,08:20,"Kesavadasapuram Junction, Thiruvananthapuram",Thiruvananthapuram,8.518767,76.948457,South,Motorcycle,Clear,State Highway,Daylight,Minor,Poor road condition,0,0,19,<26
20250501,2025-03-24,16:50,"Sultan Bathery Road, Wayanad",Wayanad,11.652739,76.268292,South,Motorcycle,Clear,State Highway,Daylight,Minor,Poor road condition,3,0,31,26-40
20250502,2025-09-09,15:49,"Nemom, Thiruvananthapuram",Thiruvananthapuram,8.4821,76.952348,South,Scooter,Windy,Rural Road,Daylight,Major,Tailgating,3,0,27,26-40
20250503,2025-06-23,16:01,"NH-66, Kozhikode Bypass",Kozhikode,11.261456,75.788481,South,Motorcycle,Rainy,City Road,Daylight,Minor,Pedestrian error,1,0,31,26-40
20250504,2025-09-21,16:24,"NH-66, Kasaragod Bypass",Kasaragod,12.492254,74.975809,South,Car,Rainy,Rural Road,Daylight,Minor,Drunk driving,3,0,47,41-60
20250505,2025-10-08,14:20,"Attingal Bypass, Thiruvananthapuram",Thiruvananthapuram,8.694519,76.824872,South,SUV,Clear,State Highway,Daylight,Major,Tailgating,6,0,61,60+
20250506,2025-06-02,16:22,"NH-66, Alappuzha Bypass",Alappuzha,9.499477,76.33578,South,Auto-rickshaw,Cloudy,City Road,Daylight,Minor,Tire burst,1,0,18,<26
20250507,2025-04-27,16:58,"Thalassery Road, Kannur",Kannur,11.748659,75.497275,South,Motorcycle,Heatwave,City Road,Daylight,Minor,Pedestrian error,3,0,21,<26
20250508,2025-03-16,08:51,"Thalassery Road, Kannur",Kannur,11.744717,75.484994,South,Scooter,Heatwave,City Road,Daylight,Major,Signal violation,2,0,38,26-40
20250509,2025-01-07,16:38,"Kanhangad Road, Kasaragod",Kasaragod,12.364331,75.091228,South,Car,Clear,Rural Road,Daylight,Minor,Drunk driving,1,0,47,41-60
20250510,2025-06-12,14:23,"Seaport-Airport Road, Kochi",Ernakulam,10.034719,76.349659,South,Auto-rickshaw,Stormy,City Road,Daylight,Minor,Tire burst,3,0,43,41-60
20250511,2025-10-23,14:19,"NH-66, Kasaragod Bypass",Kasaragod,12.498939,74.991657,South,Bus,Clear,City Road,Daylight,Minor,Overloading,3,0,55,41-60
20250512,2025-04-13,07:44,"Feroke Junction, Kozhikode",Kozhikode,11.170163,75.859686,South,Motorcycle,Cloudy,Rural Road,Daylight,Minor,Distracted driving,0,0,21,<26
20250513,2025-08-23,18:40,"Chalakudy Road, Thrissur",Thrissur,10.313201,76.326519,South,Auto-rickshaw,Rainy,State Highway,Twilight,Fatal,Tailgating,4,4,36,26-40
20250514,2025-11-13,20:11,"Pandalam Road, Pathanamthitta",Pathanamthitta,9.233845,76.663741,South,Motorcycle,Stormy,City Road,Darkness (Lit),Major,Lane changing without signal,5,0,18,<26
20250515,2025-01-10,06:45,"Kattappana Road, Idukki",Idukki,9.742982,77.107537,South,Truck,Clear,City Road,Daylight,Major,Signal violation,5,0,30,26-40
20250516,2025-05-07,07:47,"Kattappana Road, Idukki",Idukki,9.742207,77.102727,South,Motorcycle,Stormy,Rural Road,Daylight,Major,Pedestrian error,2,0,18,<26
20250517,2025-10-18,06:34,"Thalassery Road, Kannur",Kannur,11.740222,75.484469,South,Motorcycle,Cloudy,City Road,Daylight,Minor,Lane changing without signal,1,0,18,<26
20250518,2025-02-09,18:29,"Ranni Road, Pathanamthitta",Pathanamthitta,9.386106,76.793063,South,Auto-rickshaw,Clear,Rural Road,Twilight,Minor,Tire burst,1,0,38,26-40
20250519,2025-06-19,09:57,"NH-66, Kuttippuram, Malappuram",Malappuram,10.867179,75.946531,South,Truck,Foggy,National Highway,Daylight,Fatal,Over-speeding,10,3,26,26-40
20250520,2025-05-08,02:02,"Kanhangad Road, Kasaragod",Kasaragod,12.34929,75.084612,South,Auto-rickshaw,Windy,City Road,Darkness (Lit),Minor,Distracted driving,2,0,52,41-60
20250521,2025-07-02,16:02,"Vythiri Ghat Road, Wayanad",Wayanad,11.534318,76.046248,South,Truck,Clear,National Highway,Daylight,Fatal,Wrong-side driving,5,2,24,<26
20250522,2025-05-18,07:38,"Kottarakkara Junction, Kollam",Kollam,8.996137,76.781005,South,Auto-rickshaw,Clear,Residential Street,Daylight,Minor,Wrong-side driving,0,0,44,41-60
20250523,2025-04-23,16:21,"NH-66, Alappuzha Bypass",Alappuzha,9.506094,76.3447,South,Car,Clear,Rural Road,Daylight,Minor,Brake failure,0,0,31,26-40
20250524,2025-10-15,06:20,"Vythiri Ghat Road, Wayanad",Wayanad,11.51694,76.041023,South,Truck,Rainy,Rural Road,Daylight,Minor,Overloading,0,0,24,<26
20250525,2025-12-28,15:30,Kottayam-Kumily Road (NH-183),Kottayam,9.566573,76.894566,South,Motorcycle,Clear,City Road,Daylight,Minor,Distracted driving,0,0,25,<26
20250526,2025-12-10,14:00,"Tirur Road, Malappuram",Malappuram,10.915715,75.914421,South,SUV,Clear,National Highway,Daylight,Minor,Lane changing without signal,3,0,42,41-60
20250527,2025-08-26,16:49,"Changanacherry Bypass, Kottayam",Kottayam,9.440096,76.547994,South,Lorry,Clear,National Highway,Daylight,Minor,Over-speeding,0,0,42,41-60
20250528,2025-12-27,05:06,"Kuttanad Road, Alappuzha",Alappuzha,9.409571,76.429273,South,Car,Clear,Residential Street,Twilight,Major,Sleep deprivation,5,0,27,26-40
20250529,2025-11-29,17:34,Kottayam-Kumily Road (NH-183),Kottayam,9.555968,76.883321,South,Car,Cloudy,State Highway,Daylight,Minor,Over-speeding,1,0,40,26-40
20250530,2025-08-27,21:39,"Manjeri Bypass, Malappuram",Malappuram,11.121758,76.127545,South,Motorcycle,Rainy,City Road,Darkness (Lit),Minor,Pedestrian error,0,0,18,<26
20250531,2025-04-21,01:45,"NH-66, Kannur Bypass",Kannur,11.879307,75.369606,South,Truck,Cloudy,National Highway,Darkness (Lit),Fatal,Drunk driving,7,4,39,26-40
20250532,2025-04-13,15:02,"Kozhinjampara Road, Palakkad",Palakkad,10.719625,76.852389,South,Auto-rickshaw,Clear,National Highway,Daylight,Fatal,Pedestrian error,10,1,46,41-60
20250533,2025-01-16,08:46,"Chalakudy Road, Thrissur",Thrissur,10.311473,76.344401,South,Car,Foggy,Rural Road,Daylight,Minor,Lane changing without signal,0,0,32,26-40
20250534,2025-05-28,18:15,"Vadakkanchery Road, Thrissur",Thrissur,10.518465,76.504084,South,Motorcycle,Clear,City Road,Twilight,Minor,Tailgating,2,0,29,26-40
20250535,2025-10-06,09:43,"Pandalam Road, Pathanamthitta",Pathanamthitta,9.234647,76.649377,South,Motorcycle,Rainy,National Highway,Daylight,Major,Over-speeding,3,0,18,<26
20250536,2025-07-28,18:39,"Cherthala Road, Alappuzha",Alappuzha,9.693623,76.348095,South,Motorcycle,Stormy,National Highway,Twilight,Major,Over-speeding,7,0,20,<26
20250537,2025-10-24,11:39,"NH-85, Munnar Road, Idukki",Idukki,9.998498,77.053343,South,Motorcycle,Clear,National Highway,Daylight,Fatal,Wrong-side driving,4,3,24,<26
20250538,2025-04-14,15:04,"Thalassery Road, Kannur",Kannur,11.741069,75.497915,South,Car,Clear,Residential Street,Daylight,Fatal,Brake failure,3,1,29,26-40
20250539,2025-03-26,14:42,"Perinthalmanna Road, Malappuram",Malappuram,10.963038,76.215256,South,Truck,Cloudy,City Road,Daylight,Fatal,Over-speeding,2,2,38,26-40
20250540,2025-04-15,13:27,"MC Road, Kottayam",Kottayam,9.597985,76.519249,South,Auto-rickshaw,Stormy,Rural Road,Daylight,Minor,Using phone while driving,0,0,50,41-60
20250541,2025-06-29,09:50,"NH-66, Kuttippuram, Malappuram",Malappuram,10.850252,75.935764,South,Motorcycle,Rainy,City Road,Daylight,Minor,Vehicle malfunction,0,0,32,26-40
20250542,2025-11-24,15:29,"Perinthalmanna Road, Malappuram",Malappuram,10.98129,76.230913,South,Bus,Cloudy,City Road,Daylight,Minor,Vehicle malfunction,1,0,31,26-40
20250543,2025-07-18,14:09,"Feroke Junction, Kozhikode",Kozhikode,11.167869,75.856052,South,Car,Rainy,National Highway,Daylight,Fatal,Using phone while driving,4,1,30,26-40
20250544,2025-07-16,21:51,"Thalassery Road, Kannur",Kannur,11.754082,75.502179,South,Motorcycle,Stormy,National Highway,Darkness (Lit),Major,Distracted driving,3,0,46,41-60
20250545,2025-02-02,06:36,"Vadakkanchery Road, Thrissur",Thrissur,10.532818,76.501149,South,Bus,Clear,Rural Road,Daylight,Minor,Overloading,3,0,18,<26
20250546,2025-12-31,19:11,"Karunagappally Road, Kollam",Kollam,9.043582,76.524349,South,Auto-rickshaw,Windy,State Highway,Twilight,Minor,Over-speeding,2,0,34,26-40
20250547,2025-02-08,17:01,"Kozhinjampara Road, Palakkad",Palakkad,10.718596,76.841827,South,SUV,Foggy,City Road,Daylight,Minor,Overloading,0,0,23,<26
20250548,2025-10-10,15:43,"Kalpetta-Mananthavady Road, Wayanad",Wayanad,11.613207,76.09534,South,Car,Cloudy,National Highway,Daylight,Minor,Signal violation,3,0,30,26-40
20250549,2025-10-07,10:12,"Guruvayur Road, Thrissur",Thrissur,10.599945,76.049592,South,Motorcycle,Rainy,Rural Road,Daylight,Minor,Lane changing without signal,3,0,29,26-40
20250550,2025-10-27,10:59,"Kesavadasapuram Junction, Thiruvananthapuram",Thiruvananthapuram,8.521147,76.944816,South,Truck,Rainy,Rural Road,Daylight,Minor,Distracted driving,0,0,40,26-40
20250551,2025-07-24,10:57,"Calicut Beach Road, Kozhikode",Kozhikode,11.265017,75.779018,South,Car,Foggy,Rural Road,Daylight,Major,Signal violation,2,0,35,26-40
20250552,2025-04-24,07:31,"Tirur Road, Malappuram",Malappuram,10.916548,75.932436,South,Truck,Cloudy,Residential Street,Daylight,Minor,Road rage,1,0,18,<26
20250553,2025-07-12,16:48,"Ottappalam Bypass, Palakkad",Palakkad,10.780563,76.373345,South,Motorcycle,Rainy,National Highway,Daylight,Major,Lane changing without signal,2,1,18,<26
20250554,2025-01-11,09:13,"NH-66, Kuttippuram, Malappuram",Malappuram,10.84762,75.937889,South,Motorcycle,Foggy,National Highway,Daylight,Minor,Over-speeding,1,0,35,26-40
20250555,2025-01-21,15:54,"Nemom, Thiruvananthapuram",Thiruvananthapuram,8.491524,76.93848,South,Motorcycle,Clear,City Road,Daylight,Major,Lane changing without signal,1,1,18,<26
20250556,2025-12-11,01:51,"Sultan Bathery Road, Wayanad",Wayanad,11.654231,76.254196,South,Bicycle,Windy,Residential Street,Darkness (Unlit),Fatal,Drunk driving,1,2,34,26-40
20250557,2025-06-20,10:26,"Guruvayur Road, Thrissur",Thrissur,10.606054,76.056576,South,Bus,Cloudy,Residential Street,Daylight,Major,Signal violation,2,0,56,41-60
20250558,2025-04-08,16:26,"Sultan Bathery Road, Wayanad",Wayanad,11.662535,76.250899,South,Motorcycle,Heatwave,Residential Street,Daylight,Minor,Bad lighting,0,0,18,<26
20250559,2025-01-15,16:41,"NH-66, Edapally Junction, Kochi",Ernakulam,10.028239,76.308646,South,Motorcycle,Clear,City Road,Daylight,Major,Sleep deprivation,2,0,30,26-40
20250560,2025-10-26,15:13,"Perumbavoor Road, Ernakulam",Ernakulam,10.09965,76.472921,South,Car,Clear,City Road,Daylight,Major,Wrong-side driving,2,0,22,<26
20250561,2025-09-29,15:00,"Paravur Road, Kollam",Kollam,8.796913,76.673979,South,Motorcycle,Rainy,State Highway,Daylight,Major,Poor road condition,5,0,20,<26
20250562,2025-07-21,18:20,"Perumbavoor Road, Ernakulam",Ernakulam,10.096138,76.470424,South,Motorcycle,Rainy,City Road,Twilight,Major,Signal violation,4,0,26,26-40
