ID,Date,Time,Location,Lat,Lng,Region,Vehicle_Type,Weather,Road_Type,Light_Condition,Severity,Cause,Injuries,Fatalities,Driver_Age,Age_Group
20250827,2025-08-16,04:13,"S.G. Highway, Ahmedabad",23.013033,72.569333,West,Car,Rainy,City Road,Darkness (Lit),Minor,Over-speeding,2,0,61,60+
20250828,2025-10-30,09:01,"Paltan Bazaar, Guwahati",26.188774,91.755646,East,Van,Foggy,Residential Street,Daylight,Minor,Drunk driving,4,0,25,<26
20250829,2025-07-18,20:59,"Bandra West, Mumbai",19.053223,72.844227,West,Bus,Rainy,City Road,Darkness (Unlit),Major,Tailgating,7,0,46,41-60
20250830,2025-01-08,10:43,"Charminar Area, Hyderabad",17.349166,78.467198,South,Bus,Clear,City Road,Daylight,Minor,Tailgating,2,0,37,26-40
20250831,2025-12-01,18:38,"MG Road, Bangalore",12.960329,77.596653,South,Motorcycle,Clear,National Highway,Twilight,Major,Wrong-side driving,8,0,18,<26
20250832,2025-10-12,09:03,"Golden Temple Road, Amritsar",31.633165,74.869793,North,Truck,Clear,National Highway,Daylight,Minor,Over-speeding,2,0,51,41-60
20250833,2025-05-13,19:08,"Chandni Chowk, Delhi",28.66391,77.219407,North,Truck,Clear,National Highway,Twilight,Major,Over-speeding,8,0,56,41-60
20250834,2025-02-01,20:16,"Howrah Bridge Road, Kolkata",22.570584,88.357148,East,Bicycle,Clear,National Highway,Darkness (Lit),Major,Over-speeding,2,0,42,41-60
20250835,2025-05-02,09:36,"Zion Hill, Kodaikanal",10.247974,77.49463,South,Car,Clear,State Highway,Daylight,Major,Over-speeding,6,0,23,<26
20250836,2025-08-29,20:18,"Vartak Nagar, Thane",19.204235,72.974149,West,Motorcycle,Rainy,City Road,Darkness (Lit),Minor,Vehicle malfunction,4,0,32,26-40
20250837,2025-09-18,17:45,"Main Guard Gate, Trichy",10.841598,78.690965,South,Bus,Rainy,National Highway,Daylight,Major,Pedestrian error,2,1,53,41-60
20250838,2025-10-22,16:46,"Salt Lake City, Kolkata",22.587969,88.406437,East,Van,Foggy,City Road,Daylight,Minor,Bad lighting,2,0,37,26-40
20250839,2025-05-18,09:36,"Varkala Road, Kerala",8.745632,76.711561,South,Auto-rickshaw,Heatwave,State Highway,Daylight,Minor,Drunk driving,1,0,18,<26
20250840,2025-07-29,12:22,"Arera Colony, Bhopal",23.233369,77.446839,Central,Truck,Rainy,City Road,Daylight,Major,Road rage,3,1,48,41-60
20250841,2025-05-06,17:26,"Bandra West, Mumbai",19.062143,72.818644,West,Motorcycle,Clear,State Highway,Daylight,Major,Over-speeding,3,0,18,<26
20250842,2025-04-03,19:00,"Marine Drive, Kochi",9.964624,76.268601,South,Bus,Heatwave,City Road,Twilight,Minor,Distracted driving,3,0,22,<26
20250843,2025-01-13,16:04,"NH-48 Highway, Delhi-Mumbai",22.365447,72.935279,West,Motorcycle,Clear,National Highway,Daylight,Fatal,Poor road condition,5,1,18,<26
20250844,2025-06-22,15:39,"FC Road, Pune",18.540324,73.827257,West,Auto-rickshaw,Rainy,City Road,Daylight,Minor,Road rage,3,0,57,41-60
20250845,2025-05-29,17:44,"NH-48 Highway, Delhi-Mumbai",22.372003,72.941111,West,Truck,Windy,City Road,Daylight,Minor,Distracted driving,4,0,23,<26
20250846,2025-08-21,13:28,"Pink City Road, Jaipur",26.91266,75.789942,North,Scooter,Clear,State Highway,Daylight,Major,Drunk driving,7,0,19,<26
20250847,2025-07-16,11:11,"Electronic City, Bangalore",12.826158,77.690352,South,Van,Rainy,City Road,Daylight,Minor,Tailgating,4,0,33,26-40
20250848,2025-03-26,08:17,"Race Course, Coimbatore",11.014968,76.96736,South,Motorcycle,Stormy,Residential Street,Daylight,Minor,Wrong-side driving,2,0,32,26-40
20250849,2025-03-14,07:35,"Civil Lines, Nagpur",21.153446,79.074021,Central,SUV,Windy,City Road,Daylight,Fatal,Vehicle malfunction,1,3,46,41-60
20250850,2025-10-20,14:28,"Sayajigunj, Vadodara",22.295985,73.179815,West,Scooter,Rainy,Residential Street,Daylight,Minor,Wrong-side driving,3,0,44,41-60
20250851,2025-09-10,10:55,"NH-48 Highway, Delhi-Mumbai",22.379792,72.941349,West,Car,Rainy,National Highway,Daylight,Minor,Tailgating,2,0,43,41-60
20250852,2025-08-21,16:32,"Bandra West, Mumbai",19.067911,72.835704,West,Motorcycle,Stormy,City Road,Daylight,Major,Bad lighting,1,1,32,26-40
20250853,2025-11-18,00:08,"Golden Temple Road, Amritsar",31.616286,74.889795,North,Truck,Clear,National Highway,Darkness (Unlit),Fatal,Drunk driving,2,5,50,41-60
20250854,2025-01-02,14:31,"Arera Colony, Bhopal",23.236537,77.4407,Central,Car,Foggy,City Road,Daylight,Minor,Pedestrian error,3,0,22,<26
20250855,2025-09-29,16:11,"Fatehpur Sikri Road, Agra",27.101321,77.684951,North,Truck,Rainy,City Road,Daylight,Minor,Tire burst,2,0,42,41-60
20250856,2025-05-28,14:28,"Mall Road, Shimla",31.097222,77.171146,North,Car,Heatwave,City Road,Daylight,Minor,Tire burst,1,0,41,41-60
20250857,2025-09-05,18:55,"Race Course, Coimbatore",11.019832,76.961417,South,Car,Rainy,State Highway,Twilight,Major,Lane changing without signal,6,0,33,26-40
20250858,2025-08-15,14:16,"Anna Salai, Chennai",13.05345,80.256446,South,Motorcycle,Cloudy,State Highway,Daylight,Major,Signal violation,3,0,33,26-40
20250859,2025-11-17,08:39,"Vartak Nagar, Thane",19.213191,72.981249,West,Car,Foggy,Rural Road,Daylight,Minor,Signal violation,2,0,55,41-60
20250860,2025-10-11,06:03,"Sayajigunj, Vadodara",22.298514,73.182264,West,Lorry,Cloudy,City Road,Daylight,Major,Pedestrian error,3,1,27,26-40
20250861,2025-06-19,13:35,"Chenab Bridge Approach, J&K",33.142461,74.818709,North,Bicycle,Foggy,City Road,Daylight,Minor,Bad lighting,3,0,47,41-60
20250862,2025-01-13,09:49,"Gomti Nagar, Lucknow",26.859119,80.987574,North,Car,Foggy,City Road,Daylight,Minor,Distracted driving,2,0,40,26-40
20250863,2025-02-13,06:32,"Chenab Bridge Approach, J&K",33.156105,74.840279,North,Car,Rainy,City Road,Daylight,Major,Distracted driving,7,0,29,26-40
20250864,2025-06-15,14:47,"Connaught Place, Delhi",28.625565,77.215467,North,Car,Windy,City Road,Daylight,Major,Brake failure,2,0,31,26-40
20250865,2025-07-28,15:30,"Varkala Road, Kerala",8.74553,76.717696,South,Motorcycle,Clear,City Road,Daylight,Minor,Brake failure,4,0,24,<26
20250866,2025-10-23,21:25,"Victoria Memorial Area, Kolkata",22.536763,88.338695,East,Bus,Clear,State Highway,Darkness (Unlit),Fatal,Road rage,3,2,25,<26
20250867,2025-09-08,15:05,"Electronic City, Bangalore",12.836996,77.687142,South,Bus,Cloudy,Rural Road,Daylight,Minor,Drunk driving,2,0,21,<26
20250868,2025-03-19,03:44,"MVP Colony, Visakhapatnam",17.715162,83.340343,South,Motorcycle,Clear,City Road,Darkness (Lit),Minor,Sleep deprivation,2,0,32,26-40
20250869,2025-08-25,17:32,"Arera Colony, Bhopal",23.24396,77.449183,Central,Car,Clear,City Road,Daylight,Major,Brake failure,1,0,37,26-40
20250870,2025-08-13,19:07,"Marine Drive, Mumbai",18.955365,72.823056,West,Truck,Rainy,National Highway,Twilight,Major,Overloading,1,0,30,26-40
20250871,2025-08-11,23:46,"Bandra West, Mumbai",19.052733,72.824172,West,SUV,Rainy,National Highway,Darkness (Lit),Minor,Poor road condition,2,0,28,26-40
20250872,2025-08-25,09:21,"Palm Beach Road, Navi Mumbai",19.024204,73.028972,West,Car,Rainy,Rural Road,Daylight,Major,Over-speeding,3,0,36,26-40
20250873,2025-02-04,23:00,"Fatehpur Sikri Road, Agra",27.097144,77.664678,North,Car,Clear,National Highway,Darkness (Lit),Major,Drunk driving,4,0,45,41-60
20250874,2025-05-26,18:55,"T. Nagar, Chennai",13.044334,80.228273,South,Truck,Clear,State Highway,Twilight,Major,Wrong-side driving,2,0,38,26-40
20250875,2025-02-22,17:17,"Pink City Road, Jaipur",26.905288,75.77537,North,Auto-rickshaw,Clear,Rural Road,Daylight,Minor,Overloading,4,0,18,<26
20250876,2025-11-12,16:30,"Hazratganj, Lucknow",26.836743,80.954701,North,Lorry,Clear,Rural Road,Daylight,Major,Distracted driving,8,1,18,<26
20250877,2025-06-15,07:03,"NH-48 Highway, Delhi-Mumbai",22.365351,72.932591,West,Truck,Rainy,City Road,Daylight,Major,Wrong-side driving,7,0,27,26-40
20250878,2025-06-09,18:20,"Sayajigunj, Vadodara",22.294546,73.184361,West,Car,Rainy,City Road,Twilight,Minor,Tailgating,3,0,46,41-60
20250879,2025-10-14,14:44,"Howrah Bridge Road, Kolkata",22.590661,88.348537,East,Motorcycle,Clear,National Highway,Daylight,Major,Drunk driving,6,0,28,26-40
20250880,2025-04-08,13:11,"Palm Beach Road, Navi Mumbai",19.032463,73.009275,West,Motorcycle,Clear,City Road,Daylight,Major,Overloading,6,1,35,26-40
20250881,2025-09-15,19:38,"Charminar Area, Hyderabad",17.347606,78.467949,South,Motorcycle,Clear,City Road,Twilight,Major,Tailgating,1,1,33,26-40
20250882,2025-08-30,23:40,"Raja Park, Jaipur",26.896309,75.833603,North,Van,Foggy,Rural Road,Darkness (Lit),Minor,Over-speeding,1,0,18,<26
20250883,2025-03-09,07:53,"Outer Ring Road, Bangalore",12.921881,77.628624,South,Car,Clear,City Road,Daylight,Minor,Vehicle malfunction,0,0,29,26-40
20250884,2025-06-12,19:10,"Golden Temple Road, Amritsar",31.626664,74.872488,North,Car,Rainy,City Road,Twilight,Major,Drunk driving,3,0,53,41-60
20250885,2025-02-12,08:02,"Charminar Area, Hyderabad",17.364856,78.480362,South,Motorcycle,Clear,Rural Road,Daylight,Major,Over-speeding,6,0,18,<26
20250886,2025-02-14,15:29,"Banjara Hills, Hyderabad",17.400688,78.422717,South,Auto-rickshaw,Clear,City Road,Daylight,Minor,Over-speeding,0,0,42,41-60
20250887,2025-04-22,16:29,"Banjara Hills, Hyderabad",17.423516,78.448297,South,Motorcycle,Cloudy,Residential Street,Daylight,Minor,Vehicle malfunction,1,0,23,<26
20250888,2025-05-27,08:08,"MVP Colony, Visakhapatnam",17.706666,83.320979,South,Car,Heatwave,National Highway,Daylight,Major,Over-speeding,5,0,48,41-60
20250889,2025-07-01,15:22,"Victoria Memorial Area, Kolkata",22.549055,88.34109,East,Truck,Cloudy,National Highway,Daylight,Major,Lane changing without signal,4,1,22,<26
20250890,2025-12-16,17:13,"Paltan Bazaar, Guwahati",26.18799,91.752113,East,Auto-rickshaw,Cloudy,National Highway,Daylight,Major,Tailgating,8,0,44,41-60
20250891,2025-03-01,15:40,"Pink City Road, Jaipur",26.911656,75.786317,North,Motorcycle,Clear,City Road,Daylight,Major,Drunk driving,2,0,26,26-40
20250892,2025-08-04,14:21,"Kothrud, Pune",18.519489,73.798313,West,Motorcycle,Rainy,City Road,Daylight,Minor,Over-speeding,4,0,25,<26
20250893,2025-08-22,15:44,"T. Nagar, Chennai",13.048729,80.233307,South,Motorcycle,Rainy,City Road,Daylight,Minor,Sleep deprivation,2,0,43,41-60
20250894,2025-04-30,17:57,"Civil Lines, Nagpur",21.134036,79.085977,Central,Motorcycle,Clear,City Road,Daylight,Minor,Poor road condition,2,0,30,26-40
20250895,2025-11-02,21:33,"Sabarmati Road, Ahmedabad",23.071845,72.58224,West,Car,Foggy,Rural Road,Darkness (Lit),Major,Signal violation,3,0,31,26-40
20250896,2025-01-01,16:12,"Pink City Road, Jaipur",26.906438,75.774711,North,Motorcycle,Clear,National Highway,Daylight,Major,Over-speeding,6,0,27,26-40
20250897,2025-03-23,12:30,"Arera Colony, Bhopal",23.238804,77.440363,Central,SUV,Clear,Rural Road,Daylight,Minor,Pedestrian error,0,0,30,26-40
20250898,2025-03-10,13:20,"Varkala Road, Kerala",8.742894,76.723611,South,Motorcycle,Clear,National Highway,Daylight,Minor,Wrong-side driving,4,0,30,26-40
20250899,2025-01-14,09:38,"Pink City Road, Jaipur",26.920435,75.783374,North,Motorcycle,Foggy,City Road,Daylight,Minor,Brake failure,1,0,29,26-40
20250900,2025-04-19,11:05,"Paltan Bazaar, Guwahati",26.178522,91.742396,East,Car,Clear,City Road,Daylight,Fatal,Sleep deprivation,7,2,43,41-60
20250901,2025-03-25,13:33,"FC Road, Pune",18.524448,73.828379,West,Truck,Clear,Rural Road,Daylight,Major,Over-speeding,3,0,28,26-40
20250902,2025-09-06,16:42,"Indiranagar 100ft Road, Bangalore",12.969574,77.627835,South,Motorcycle,Rainy,National Highway,Daylight,Minor,Tailgating,4,0,31,26-40
20250903,2025-07-10,17:45,"Paltan Bazaar, Guwahati",26.192325,91.766153,East,Car,Rainy,City Road,Daylight,Minor,Brake failure,0,0,44,41-60
20250904,2025-12-29,15:12,"Civil Lines, Nagpur",21.155185,79.095029,Central,Motorcycle,Clear,State Highway,Daylight,Major,Over-speeding,6,0,31,26-40
20250905,2025-11-03,16:16,"T. Nagar, Chennai",13.036924,80.227984,South,Auto-rickshaw,Clear,National Highway,Daylight,Fatal,Drunk driving,6,3,27,26-40
20250906,2025-07-02,17:34,"Palm Beach Road, Navi Mumbai",19.014486,73.008657,West,Bus,Clear,National Highway,Daylight,Minor,Wrong-side driving,2,0,25,<26
20250907,2025-08-23,16:15,"Chenab Bridge Approach, J&K",33.159615,74.835372,North,Car,Rainy,National Highway,Daylight,Minor,Distracted driving,0,0,18,<26
20250908,2025-02-10,11:40,"Palm Beach Road, Navi Mumbai",19.01166,73.015422,West,Car,Rainy,City Road,Daylight,Minor,Signal violation,3,0,60,41-60
20250909,2025-03-01,17:36,"Howrah Bridge Road, Kolkata",22.599948,88.350267,East,Bus,Foggy,City Road,Daylight,Minor,Drunk driving,3,0,44,41-60
20250910,2025-05-21,17:49,"Pink City Road, Jaipur",26.905706,75.792443,North,Truck,Heatwave,City Road,Daylight,Fatal,Tailgating,4,1,65,60+
20250911,2025-08-01,16:17,"Charminar Area, Hyderabad",17.360473,78.483408,South,Truck,Clear,State Highway,Daylight,Fatal,Vehicle malfunction,10,3,35,26-40
20250912,2025-08-24,15:40,"Bistupur, Jamshedpur",22.799463,86.199571,East,Scooter,Clear,State Highway,Daylight,Major,Drunk driving,8,1,18,<26
20250913,2025-09-13,09:44,"Marine Drive, Kochi",9.98119,76.268371,South,Car,Cloudy,Residential Street,Daylight,Minor,Sleep deprivation,2,0,55,41-60
20250914,2025-09-29,12:18,"Rajpath, Delhi",28.60916,77.214335,North,Car,Rainy,National Highway,Daylight,Major,Drunk driving,1,0,47,41-60
20250915,2025-05-26,15:31,"Gateway Area, Mumbai",18.918259,72.835828,West,Motorcycle,Heatwave,National Highway,Daylight,Fatal,Drunk driving,2,5,22,<26
20250916,2025-07-25,15:22,"Rajpath, Delhi",28.606233,77.221114,North,Motorcycle,Foggy,City Road,Daylight,Minor,Overloading,4,0,41,41-60
20250917,2025-07-20,09:25,"Race Course, Coimbatore",11.024505,76.949389,South,Scooter,Rainy,Rural Road,Daylight,Major,Brake failure,6,0,19,<26
20250918,2025-02-20,13:41,"Salt Lake City, Kolkata",22.601027,88.415109,East,Truck,Clear,National Highway,Daylight,Minor,Distracted driving,4,0,22,<26
20250919,2025-10-20,17:01,"Mall Road, Shimla",31.108094,77.163394,North,Truck,Clear,Residential Street,Daylight,Minor,Over-speeding,3,0,18,<26
20250920,2025-03-24,14:46,"Gateway Area, Mumbai",18.912256,72.847814,West,Scooter,Clear,State Highway,Daylight,Fatal,Overloading,8,4,20,<26
20250921,2025-05-06,16:28,"Gateway Area, Mumbai",18.930903,72.848884,West,Motorcycle,Clear,City Road,Daylight,Minor,Overloading,1,0,26,26-40
20250922,2025-02-05,00:02,"Bandra West, Mumbai",19.064906,72.840512,West,Lorry,Cloudy,National Highway,Darkness (Lit),Fatal,Over-speeding,10,6,57,41-60
20250923,2025-10-01,17:28,"Boring Road, Patna",25.621833,85.101794,East,Auto-rickshaw,Cloudy,City Road,Daylight,Minor,Drunk driving,4,0,29,26-40
20250924,2025-03-05,07:54,"Howrah Bridge Road, Kolkata",22.592838,88.349194,East,Auto-rickshaw,Rainy,City Road,Daylight,Major,Overloading,4,0,28,26-40
20250925,2025-04-18,10:21,"Kothrud, Pune",18.513211,73.806447,West,Auto-rickshaw,Stormy,Rural Road,Daylight,Major,Overloading,8,0,29,26-40
20250926,2025-05-21,15:48,"NH-48 Highway, Delhi-Mumbai",22.354441,72.928053,West,Car,Clear,City Road,Daylight,Major,Lane changing without signal,3,0,40,26-40
20250927,2025-06-06,14:28,"Bandra West, Mumbai",19.053446,72.836812,West,Truck,Clear,State Highway,Daylight,Major,Drunk driving,1,1,32,26-40
20250928,2025-01-07,09:46,"Civil Lines, Nagpur",21.153164,79.103084,Central,Motorcycle,Rainy,National Highway,Daylight,Fatal,Drunk driving,9,3,23,<26
20250929,2025-09-25,12:55,"Race Course, Coimbatore",11.021251,76.966923,South,Motorcycle,Rainy,City Road,Daylight,Major,Signal violation,5,0,32,26-40
20250930,2025-03-03,16:22,"Race Course, Coimbatore",11.01558,76.968181,South,SUV,Cloudy,Rural Road,Daylight,Minor,Bad lighting,1,0,51,41-60
20250931,2025-07-06,16:25,"Bibvewadi, Pune",18.466865,73.862985,West,Car,Rainy,City Road,Daylight,Minor,Using phone while driving,0,0,24,<26
20250932,2025-05-06,09:47,"Pink City Road, Jaipur",26.918091,75.791824,North,Motorcycle,Cloudy,City Road,Daylight,Minor,Drunk driving,2,0,29,26-40
20250933,2025-10-10,10:47,"Sabarmati Road, Ahmedabad",23.0653,72.592724,West,SUV,Clear,State Highway,Daylight,Fatal,Over-speeding,10,4,23,<26
20250934,2025-01-27,11:40,"Park Street, Kolkata",22.543893,88.339692,East,Car,Clear,City Road,Daylight,Minor,Vehicle malfunction,2,0,41,41-60
20250935,2025-10-19,00:27,"Outer Ring Road, Bangalore",12.941799,77.622779,South,Truck,Clear,City Road,Darkness (Unlit),Major,Drunk driving,5,0,44,41-60
20250936,2025-09-21,10:41,"Fatehpur Sikri Road, Agra",27.084026,77.674666,North,Motorcycle,Rainy,City Road,Daylight,Major,Animal crossing,3,0,34,26-40
20250937,2025-06-13,19:32,"Boring Road, Patna",25.611874,85.105364,East,Auto-rickshaw,Rainy,National Highway,Twilight,Major,Lane changing without signal,3,0,44,41-60
20250938,2025-06-07,14:20,"Victoria Memorial Area, Kolkata",22.545712,88.330688,East,Motorcycle,Rainy,City Road,Daylight,Major,Distracted driving,4,0,29,26-40
20250939,2025-03-29,18:39,"Hitech City, Hyderabad",17.433214,78.391001,South,Tractor,Clear,Rural Road,Twilight,Major,Tailgating,5,0,44,41-60
20250940,2025-03-16,11:46,"Main Guard Gate, Trichy",10.838277,78.68906,South,Motorcycle,Clear,Rural Road,Daylight,Minor,Over-speeding,3,0,20,<26
20250941,2025-01-29,21:22,"Kothrud, Pune",18.516561,73.82195,West,Auto-rickshaw,Clear,City Road,Darkness (Lit),Major,Tailgating,6,0,27,26-40
20250942,2025-10-13,15:12,"Hazratganj, Lucknow",26.850227,80.944403,North,Motorcycle,Clear,National Highway,Daylight,Minor,Vehicle malfunction,4,0,29,26-40
20250943,2025-08-29,20:02,"Victoria Memorial Area, Kolkata",22.549583,88.348234,East,SUV,Rainy,State Highway,Darkness (Lit),Fatal,Drunk driving,11,3,36,26-40
20250944,2025-05-26,08:08,"Palm Beach Road, Navi Mumbai",19.00482,73.032715,West,Auto-rickshaw,Windy,Rural Road,Daylight,Minor,Lane changing without signal,4,0,49,41-60
20250945,2025-02-15,14:20,"MVP Colony, Visakhapatnam",17.713598,83.334021,South,Bus,Cloudy,City Road,Daylight,Minor,Distracted driving,0,0,50,41-60
20250946,2025-06-10,20:23,"Victoria Memorial Area, Kolkata",22.543175,88.354138,East,Car,Rainy,City Road,Darkness (Lit),Major,Tailgating,1,0,24,<26
20250947,2025-11-25,13:25,"Race Course, Coimbatore",11.025743,76.96575,South,Car,Windy,City Road,Daylight,Minor,Road rage,4,0,45,41-60
20250948,2025-10-03,14:36,"Paltan Bazaar, Guwahati",26.186031,91.759033,East,Bus,Windy,Rural Road,Daylight,Major,Using phone while driving,2,0,30,26-40
20250949,2025-08-28,15:12,"Rajpath, Delhi",28.601893,77.214619,North,Auto-rickshaw,Rainy,Rural Road,Daylight,Minor,Distracted driving,0,0,44,41-60
20250950,2025-08-21,15:44,"Palm Beach Road, Navi Mumbai",19.027206,73.016372,West,Car,Rainy,National Highway,Daylight,Fatal,Lane changing without signal,4,3,52,41-60
20250951,2025-08-07,08:54,"Chandni Chowk, Delhi",28.662531,77.238033,North,Bus,Rainy,State Highway,Daylight,Minor,Lane changing without signal,4,0,49,41-60
20250952,2025-04-16,11:06,"Connaught Place, Delhi",28.632503,77.230035,North,Car,Clear,State Highway,Daylight,Minor,Over-speeding,1,0,54,41-60
20250953,2025-12-03,09:19,"Marine Drive, Kochi",9.973729,76.268832,South,Scooter,Clear,City Road,Daylight,Minor,Distracted driving,3,0,39,26-40
20250954,2025-01-14,14:47,"Palm Beach Road, Navi Mumbai",19.008858,73.004876,West,Motorcycle,Clear,Rural Road,Daylight,Major,Wrong-side driving,3,0,39,26-40
20250955,2025-10-24,17:07,"Marine Drive, Kochi",9.983698,76.264311,South,Motorcycle,Clear,City Road,Daylight,Minor,Overloading,1,0,40,26-40
20250956,2025-07-04,14:32,"Outer Ring Road, Bangalore",12.948547,77.609984,South,Motorcycle,Rainy,Residential Street,Daylight,Minor,Wrong-side driving,2,0,24,<26
20250957,2025-02-03,14:54,"Kothrud, Pune",18.501421,73.822691,West,Car,Clear,City Road,Daylight,Fatal,Sleep deprivation,5,6,31,26-40
20250958,2025-03-14,18:11,"MVP Colony, Visakhapatnam",17.697478,83.329759,South,Car,Clear,National Highway,Twilight,Fatal,Distracted driving,12,6,29,26-40
20250959,2025-05-31,12:26,"Marine Drive, Kochi",9.973577,76.265939,South,Bus,Clear,Rural Road,Daylight,Minor,Poor road condition,0,0,38,26-40
20250960,2025-04-15,11:40,"Zion Hill, Kodaikanal",10.250369,77.482155,South,Motorcycle,Stormy,State Highway,Daylight,Fatal,Overloading,3,4,24,<26
20250961,2025-01-24,15:48,"Bistupur, Jamshedpur",22.811276,86.192992,East,Car,Clear,State Highway,Daylight,Fatal,Signal violation,8,4,61,60+
20250962,2025-10-02,14:54,"Bistupur, Jamshedpur",22.813883,86.187922,East,Motorcycle,Cloudy,State Highway,Daylight,Major,Drunk driving,2,0,24,<26
20250963,2025-10-20,09:14,"Civil Lines, Nagpur",21.134694,79.101469,Central,Car,Clear,National Highway,Daylight,Minor,Signal violation,0,0,38,26-40
20250964,2025-12-04,11:45,"Raja Park, Jaipur",26.901651,75.834998,North,Bus,Cloudy,Rural Road,Daylight,Major,Distracted driving,6,0,47,41-60
